id,bgg_id,title,description,minplayers,maxplayers,minplaytime,maxplaytime,age_recommendation,complexity,year_published,more_info
41,371947,"3 Ring Circus","The circus has come to town! Under the tent, jugglers, clowns, magicians, strongmen and wild beasts capture the curiosity of a dedicated audience that applauds non-stop. After each performance, your little troupe accumulates fame and may one day pique the interest of P.T. Barnum, the greatest circus mogul of all time.&lt;br/&gt;&lt;br/&gt;In 3 Ring Circus, players take on the role of a circus director who tours the United States at the end of the 19th century. Your objective is to hire artists and offer performances in various towns and cities with the intention of gaining fame. In towns, features are easy to set up and give you starting resources to upgrade your cast; small cities are somewhat more demanding, but they allow you to come into contact with better artists; audiences in big cities are even more demanding and want to see very specific numbers, but performing there brings you much more fame!&lt;br/&gt;&lt;br/&gt;On their turn, players can hire an artist or host a performance. At the beginning of the game, each player's circuses are empty, so it will be necessary to contract to form the company. The artist cards grant more or fewer benefits depending on the order in which they act, so one of the keys to the game is planning the shows that will be offered.&lt;br/&gt;&lt;br/&gt;If they decide to act, the players must move to a free space on the map. If it is a town, they receive the most basic currency cards as a prize. If you perform in a small city, depending on the number of pedestals you have in your company you can claim more or fewer entry cards (the second most valuable) or fame points. In the big cities, you get a lot of fame points, but the public always demands a specific type of artist.&lt;br/&gt;&lt;br/&gt;While your little circus tries to survive, the great and splendid Barnum Circus travels across the country, and when it arrives in a big city, a score is held in that region, and the circuses that have given the most performances there will gain even more fame.&lt;br/&gt;&lt;br/&gt;-description from the publisher&lt;br/&gt;&lt;br/&gt;",1,4,45,75,0,2.8,2023,"https://boardgamegeek.com/boardgame/371947/3 ring circus"
42,285774,"Marvel Champions: The Card Game","&amp;quot;With great power, there must also come great responsibility.&amp;quot;&lt;br/&gt;   &amp;ndash;Stan Lee, Amazing Fantasy #15&lt;br/&gt;&lt;br/&gt;Iron Man and Black Panther team up to stop Rhino from rampaging through the streets of New York. Captain Marvel and Spider-Man battle Ultron as he threatens global annihilation. Do you have what it takes to join the ranks of these legendary heroes and become a champion?&lt;br/&gt;&lt;br/&gt;Jump into the Marvel Universe with Marvel Champions: The Card Game, a cooperative Living Card Game for one to four players!&lt;br/&gt;&lt;br/&gt;Marvel Champions: The Card Game invites players to embody iconic heroes from the Marvel Universe as they battle to stop infamous villains from enacting their devious schemes. As a Living Card Game, Marvel Champions is supported with regular releases of new product, including new heroes and scenarios.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",1,4,45,90,14,2.9181,2019,"https://boardgamegeek.com/boardgame/285774/marvel champions: the card game"
43,271320,"The Castles of Burgundy","The Castles of Burgundy is set in the Burgundy region of High Medieval France. Each player takes on the role of an aristocrat, originally controlling a small princedom. While playing, they aim to build settlements and powerful castles, practice trade along the river, exploit silver mines, and use the knowledge of travelers.&lt;br/&gt;&lt;br/&gt;The game is about players taking settlement tiles from the game board and placing them into their princedom, which is represented by the player board. Every tile has a function that starts when the tile is placed in the princedom. The princedom itself consists of several regions, each of which demands its own type of settlement tile.&lt;br/&gt;&lt;br/&gt;The game is played in five phases, each consisting of five rounds. Each phase begins with the game board stocked with settlement tiles and goods tiles. At the beginning of each round, all players roll their two dice, and the player who is currently first in turn order rolls a goods placement die. A goods tile is made available on the game board according to the roll of the goods die. During each round, players take their turns in the current turn order. During their turn, a player may perform any two of the four possible types of actions:&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;    Take a settlement tile from the numbered depot on the game board corresponding to one of their dice and place it in the staging area on their player board.&lt;br/&gt;    Place a settlement tile from the staging area of their player board to a space on their player board with a number matching one of their dice in the corresponding region for the type of tile and adjacent to a previously placed settlement tile.&lt;br/&gt;    Deliver goods with a number matching one of their dice.&lt;br/&gt;    Take worker tokens that allow the player to adjust the roll of their dice.&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;In addition to these actions, a player may buy a settlement tile from the central depot on the game board and place it in the staging area on their player board. If an action triggers the awarding of victory points, those points are immediately recorded. Each settlement tile offers a benefit: additional actions, additional money, advancement on the turn order track, more goods tiles, die roll adjustment or victory points. Bonus victory points are awarded for filling a region with settlement tiles.&lt;br/&gt;&lt;br/&gt;The game ends when the last player finishes their turn of the fifth round of the fifth phase. Victory points are awarded for unused money and workers and for undelivered goods. Bonus victory points from certain settlement tiles are awarded at the end of the game. The player with the most victory points wins.&lt;br/&gt;&lt;br/&gt;The 2019 edition of The Castles of Burgundy includes eight expansions, seven of which were previously released as promotional items and one new to this release (Shields).&lt;br/&gt;This edition has one fewer double-sided Monastery boards than what came in The Castles of Burgundy: 4th Expansion – Monastery Boards. It doesn't include The Castles of Burgundy: 1st Expansion – New Player Boards, The Castles of Burgundy: 3rd Expansion – German Board Game Championship Board 2013, or The Castles of Burgundy: 7th Expansion – German Board Game Championship Board 2016. However it includes one new player board (x4) that had never been released before (Board 2).&lt;br/&gt;&lt;br/&gt;",1,4,70,120,12,2.9459,2019,"https://boardgamegeek.com/boardgame/271320/the castles of burgundy"
44,63888,"Innovation","This game by Carl Chudyk is a journey through innovations from the stone age through modern times.  Each player builds a civilization based on various technologies, ideas, and cultural advancements, all represented by cards.  Each of these cards has a unique power which will allow further advancement, point scoring, or even attacking other civilizations.  Be careful though, as other civilizations may be able to benefit from your ideas as well!&lt;br/&gt;&lt;br/&gt;To win, you must score achievements, which you can attain by amassing points or by meeting certain criteria with the innovations you have built.  Plan your civilization well, and outmaneuver your opponents, and with some luck you will achieve victory!&lt;br/&gt;&lt;br/&gt;",2,4,45,60,12,2.7614,2010,"https://boardgamegeek.com/boardgame/63888/innovation"
45,177736,"A Feast for Odin","A Feast for Odin is a saga in the form of a board game. You are reliving the cultural achievements, mercantile expeditions, and pillages of those tribes we know as Viking today &amp;mdash; a term that was used quite differently towards the end of the first millennium.&lt;br/&gt;&lt;br/&gt;When the northerners went out for a raid, they used to say they headed out for a viking. Their Scandinavian ancestors, however, were much more than just pirates. They were explorers and founders of states. Leif Eriksson is said to be the first European in America, long before Columbus.&lt;br/&gt;In what is known today as Normandy, the intruders were not called Vikings but Normans. One of them is the famous William the Conqueror who invaded England in 1066. He managed to do what the king of Norway failed to do only a few years prior: conquer the Throne of England. The reason why the people of these times became such strong seafarers is due to their unfortunate agricultural situation. Crop shortfalls caused great distress.&lt;br/&gt;&lt;br/&gt;In this game, you will raid and explore new territories. You will also experience their day-to-day activities: collecting goods to achieve a financially secure position in society. In the end, the player whose possessions bear the greatest value will be declared the winner.&lt;br/&gt;&lt;br/&gt;--gameplay description from @StoryBoardGamer's review:&lt;br/&gt;A Feast for Odin is a points-driven game, with plethora of pathways to victory, with a range of risk balanced against reward. A significant portion of this is your central hall, which has a whopping -86 points of squares and a major part of your game is attempting to cover these up with various tiles. Likewise, long halls and island colonies can also offer large rewards, but they will have penalties of their own.&lt;br/&gt;&lt;br/&gt;Each year follows a familiar pattern of preparation, worker placement, and then meeting the requirements of your feast. The main phase of each year is a worker placement affair. You start with a selection of Vikings, and a large action board with a whopping 61 different options to choose from. Each of these will be arranged from left to right in one of four columns. Each column requires an additional Viking to activate, but they are proportionally more powerful.&lt;br/&gt;&lt;br/&gt;At the end of each round, you will need to fill a feast table with food, alternating between plants and vegetable matter. You will also have a chance to lay the valuable green and blue tiles into your main hall. The configuration of these tiles must follow certain requirements, but your main goal is to both cover up a line of coin icons to increase your income, while otherwise encircling certain printed icons to generate those.&lt;br/&gt;&lt;br/&gt;You will build your engine over time, following an alternating pattern of outward expansion and hunting against development and cultivation. It all comes down to how much you&amp;rsquo;re willing to take on at any one time, and what risks you&amp;rsquo;re willing to set yourself up with for their rewards.&lt;br/&gt;&lt;br/&gt;UPC 681706716909&lt;br/&gt;&lt;br/&gt;",1,4,30,120,12,3.8601,2016,"https://boardgamegeek.com/boardgame/177736/a feast for odin"
46,37512,"Federation","A game of galactic conflict based on the Star Trek universe.&lt;br/&gt;&lt;br/&gt;The players control one of six powers: United Federation of Planets, Klingon Empire, Romulan Star Empire, Ferengi Alliance, Cardassian Union, or Borg Collective. The object of the game is to control over 60% of the planetary systems on the map.&lt;br/&gt;&lt;br/&gt;Components include an area-movement space map, a deck of Action Cards tailored to the theme, and sets of unit counters.&lt;br/&gt;&lt;br/&gt;This game is a module for the Warp Empires system, the core rules are required for play.&lt;br/&gt;&lt;br/&gt;",2,6,0,0,0,0,2002,"https://boardgamegeek.com/boardgame/37512/federation"
47,12,"Ra","Ra is an auction and set-collection game with an Ancient Egyptian theme.  Each turn players are able to purchase lots of tiles with their bidding tiles (suns).  Once a player has used up his or her suns, the other players continue until they do likewise, which may set up a situation with a single uncontested player bidding on tiles before the end of the round occurs.  Tension builds because the round may end before all players have had a chance to win their three lots for the epoch.  The various tiles either give immediate points, prevent negative points for not having certain types at the end of the round (epoch), or give points after the final round.  The game lasts for three &amp;quot;epochs&amp;quot; (rounds).  The game offers a short learning curve, and experienced players find it both fast-moving and a quick play.&lt;br/&gt;&lt;br/&gt;From the Box:&lt;br/&gt;The game spans 1500 years of Egyptian history in less than an hour!&lt;br/&gt;The players seek to expand their power and fame and there are many ways to accomplish this: Influencing Pharaohs, Building monuments, Farming on the Nile, Paying homage to the Gods, Advancing the technology and culture of the people. Ra is an auction and set collecting game where players may choose to take risks for great rewards or... And all this is for the glory of the Sun God Ra!&lt;br/&gt;&lt;br/&gt;",2,5,45,60,12,2.3399,1999,"https://boardgamegeek.com/boardgame/12/ra"
48,394334,"Sunrise Lane","In Sunrise Lane, players take on the role of construction companies attempting to build up a residential neighborhood, and to do this, they need to pick prestigious plots of land on which to build houses and town structures.&lt;br/&gt;            &lt;br/&gt;In more detail, the game board depicts a grid of spaces that each show 1-5 dots in a single color, and each player has a set of colored House pieces, with the colors having no connection to the space on the board. On a turn, you either draw 2 colored cards from the deck and add them to your hand (with a limit of 5 cards in hand) or discard cards to place a building, then draw a card.&lt;br/&gt;            &lt;br/&gt;When you build, you must build adjacent to a pre-existing structure (or the central space at the start of the game), and you must discard 1 or more cards of the same color as the dots in the space on which you want to build. You can discard 1-5 cards, after which you place 1-5 of your House pieces on this space, then score points equal to the number of dots on the space multiplied by the number of House pieces you placed. You can build multiple buildings on a turn as long as you build your next one adjacent to the last one you built.&lt;br/&gt;            &lt;br/&gt;When a player has 2 or less House pieces in their supply, the game ends, then players score endgame points, with two of the districts awarding points for the highest buildings and the other two for the most buildings. Additionally, points go to the player with the longest group of adjacent buildings.&lt;br/&gt;&lt;br/&gt;",2,4,45,45,8,0,2023,"https://boardgamegeek.com/boardgame/394334/sunrise lane"
49,258779,"Planet Unknown","Our planet has run out of resources, and we are forced to move. We have discovered a series of planets and sent our rovers to test their environment with the hope of colonization. Our rovers have confirmed 1-6 viable colonization options.&lt;br/&gt;&lt;br/&gt;Planet Unknown is a competitive game for 1-6 players in which players attempt to develop the best planet. Each round, each player places one polyomino-shaped, dual-resource tile on their planet. Each resource represents the infrastructure needed to support life on the planet. Every tile placement is important to cover your planet efficiently and also to build up your planet's engine. After placing the tile, players do two actions associated with the two infrastructure types on the tile. Some tile placements trigger &amp;quot;meteors&amp;quot; that make all planets harder to develop and prevent them from scoring points in the meteor's row and column.&lt;br/&gt;&lt;br/&gt;Planet Unknown innovates on the popular polyomino trend by allowing simultaneous, yet strategic turn-based play via the Lazy S.U.S.A.N. space station in the center of the table.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",1,6,60,80,10,2.2137,2022,"https://boardgamegeek.com/boardgame/258779/planet unknown"
50,375209,"Space Alone","A roll&amp;amp;write game about survival on a on a foreign planet .&lt;br/&gt;&lt;br/&gt;The game is designed for 1 to 4 players, age 12+ with an average game time is 20-40 minutes.&lt;br/&gt;&lt;br/&gt;In each turn, the active player rolls 4 D6 dice and performs actions using the dice pool. The goal of the game is to perform the scenario. For example: Carry out an exploratory mission, repair a ship, contact a space station.&lt;br/&gt;&lt;br/&gt;The biggest obstacle during the game is declining oxygen levels, radiation protection and generation of energy needed to use technology. It is also possible to die at the hands of another player and various dangers on the planet.In addition to taking care of his fate, the player also has his space vehicle, which is a separate location .This ship can be developed, repaired and used in a number of ways specified in the scenario. It is a HUB to which the player regularly returns with the acquired resources.&lt;br/&gt;&lt;br/&gt;The game continues until the scenario is completed or all players die.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the designer&lt;br/&gt;&lt;br/&gt;",1,4,20,40,12,0,2023,"https://boardgamegeek.com/boardgame/375209/space alone"
51,230802,"Azul","Introduced by the Moors, azuleijos (originally white and blue ceramic tiles) were fully embraced by the Portuguese when their king Manuel I, on a visit to the Alhambra palace in Southern Spain, was mesmerized by the stunning beauty of the Moorish decorative tiles. The king, awestruck by the interior beauty of the Alhambra, immediately ordered that his own palace in Portugal be decorated with similar wall tiles. As a tile-laying artist, you have been challenged to embellish the walls of the Royal Palace of Evora.&lt;br/&gt;&lt;br/&gt;In the game Azul, players take turns drafting colored tiles from suppliers to their player board. Later in the round, players score points based on how they've placed their tiles to decorate the palace. Extra points are scored for specific patterns and completing sets; wasted supplies harm the player's score. The player with the most points at the end of the game wins.&lt;br/&gt;&lt;br/&gt;",2,4,30,45,8,1.7615,2017,"https://boardgamegeek.com/boardgame/230802/azul"
52,275284,"Arkeis","History is full of secrets...&lt;br/&gt;&lt;br/&gt;As they explore an ancient Egyptian tomb, a team of archaeologists and adventurers stumble upon a mystery that History forgot. To uncover the truth, they will have to delve deeper and deeper in the pyramids, dodging deadly traps and fighting back swathes of monsters running after them. Has the old Pharaoh placed a curse on this expedition? Should some secrets remain untold? This story is now yours to complete...&lt;br/&gt;&lt;br/&gt;Arkeis is a cooperative, story-driven, campaign game with minis set among ancient Egyptian ruins. &lt;br/&gt;Each player takes control of an adventurer as they explore a modular board.&lt;br/&gt;Players have up to two actions per turn: search, move, assist an ally or fight one of the numerous dangers waiting for them in the tombs! The results of their actions can be altered by the equipment and character upgrades they earn during the campaign. &lt;br/&gt; They can push their luck at the risk of being cursed or suffering lasting traumas from injuries!&lt;br/&gt;Each character has their own backpack to store their items (and curses) between adventures.&lt;br/&gt;Each scenario has objectives that the players will try to accomplish during the game to earn rewards in the form of key items and upgrades that influence later scenarios.&lt;br/&gt;&lt;br/&gt;It will take a team of skilled players to reveal all of Arkeis&amp;rsquo;s secrets!&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from publisher&lt;br/&gt;&lt;br/&gt;",1,5,60,60,10,2.1111,2023,"https://boardgamegeek.com/boardgame/275284/arkeis"
53,251247,"Barrage","In the dystopic 1930s, the industrial revolution pushed the exploitation of fossil-based resources to the limit, and now the only thing powerful enough to quench the thirst for power of the massive machines and of the unstoppable engineering progress is the unlimited hydroelectric energy provided by the rivers.&lt;br/&gt;&lt;br/&gt;Barrage is a resource management strategic game in which players compete to build their majestic dams, raise them to increase their storing capacity, and deliver all the potential power through pressure tunnels connected to the energy turbines of their powerhouses.&lt;br/&gt;&lt;br/&gt;Each player represents one of the four international companies who are gathering machinery, innovative patents and brilliant engineers to claim the best locations to collect and exploit the water of a contested Alpine region crossed by rivers.&lt;br/&gt;&lt;br/&gt;Barrage includes two innovative and challenging mechanisms. First, the players must carefully plan their actions and handle their machinery, since both their action tokens and resources are stored on a Construction Wheel and will only be available after a full turn of the wheel. The better you manage your wheel, the earlier your resources and actions come back to you.&lt;br/&gt;&lt;br/&gt;Second, the water flow on the rivers depicted on the board is a shared and contested resource. Players have to intercept and store as much of the water as they can, build dams (upstream dams are expensive but can block part of the water before it reaches the downstream dams), raise the dams to increase their capacity, and build long tunnels to channel the water to their powerhouses. Water is never consumed &amp;mdash; its flow is just used to produce energy &amp;mdash;, it is instead released back to the rivers, so you have to strategically place your dams to recover the water diverted by you and the other players.&lt;br/&gt;&lt;br/&gt;Over five rounds, the players must fulfill power requirements represented by a common competitive power track and meet specific requests of personal contracts. At the same time, by placing a limited number of engineers, they attempt to enhance their machinery to acquire new and more efficient construction actions and to build and activate special unique-effect buildings to forward their own developing strategy.&lt;br/&gt;&lt;br/&gt;",1,4,60,120,14,4.0938,2019,"https://boardgamegeek.com/boardgame/251247/barrage"
54,337627,"Voidfall","For centuries, the Novarchs, descendants of the royal House of Novarchon, have ruled with an iron fist over the feudalistic galactic empire of humankind, the Domineum. During this time, they brought stunning technological innovation and scientific advancements to their domain. This accelerated progression helped the Domineum reach &amp;mdash; and eventually inhabit &amp;mdash; even the farthest segments of the known galaxy, where new Houses emerged to govern the outer sectors of the empire. As the House of Novarchon grew in power, so grew the religious cult that surrounded them, proclaiming grim prophecies about an ancient cosmic being from another dimension: the Voidborn.&lt;br/&gt;&lt;br/&gt;Many thought it to be only a myth, but in truth, it was the Voidborn's dark influence that granted the Novarchs the sheer knowledge to achieve rapid expansion for the empire. While the cult of the Novarchs envisaged eternal life through the otherworldly entity, the Voidborn's only intention was satiating its eternal hunger. And so, when the Domineum had achieved a vastness fitting the Voidborn's craving, interdimensional rifts opened at the heart of the Domineum to unleash cosmic corruption. As the House of Novarchon and its followers welcomed the Voidborn and sought their false salvation, the entity infected and spread and seized control over the inner worlds. Now, it is time for the remaining Great Houses to purge the galactic corruption, prevent the Voidborn from fully manifesting in our dimension, and to ultimately overcome the chaos as the new rulers of the Domineum.&lt;br/&gt;&lt;br/&gt;Voidfall is a space 4X game that brings the genre to Euro enthusiasts' tables. It combines the tension, player interaction, and deep empire customization of the 4X genre with the resource management, tight decisions, and minimum-luck gameplay of an economic Euro. Win by pushing back the Voidborn in the solo/coop mode, or by overcoming your rivals' influence in restoring the Domineum in the competitive mode &amp;mdash; both using the same rule set and game system. Variability is ensured not only by multiple playable houses with their own strengths and weaknesses, but also by many different map set-ups for all game modes.&lt;br/&gt;&lt;br/&gt;As the leader of a defiant Great House, you play through three cycles, each with a game-altering galactic event, a new scoring condition, and a set number of focus cards that can be played. Focus card decisions and sequencing is the centerpiece of the gameplay. By selecting two of their three impactful actions as you play them, you develop and improve techs; advance on your three house-specific civilization tracks; manage your sectors' infrastructure, population, and production; and conquer new sectors with up to five different types of space fleets. Space battles are fought either against the Voidborn's infected forces (which are present as neutral opponents even in the competitive mode) or against other players. Instead of relying on the luck of a die roll, battles in Voidfall are fully deterministic and reward careful preparation and outsmarting your opponents.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",1,4,90,240,15,4.4559,2023,"https://boardgamegeek.com/boardgame/337627/voidfall"
55,3481,"Nemesis","A 3D starships miniatures game settled in deep space.&lt;br/&gt;&lt;br/&gt;",2,2,30,30,8,2,1998,"https://boardgamegeek.com/boardgame/3481/nemesis"
56,146144,"A.E.G.I.S.: Combining Robot Strategy Game","Who doesn't love combining robots? A.E.G.I.S.: Combining Robot Strategy Game is the world&amp;rsquo;s best combining robot tabletop game! Using themes from all your favorite giant mecha shows, it takes elements from popular tabletop wargames and streamlines them to make a game with the same depth of strategy without the high learning curve, distance measuring and long play times. Players build teams out of five robots to duke it out against other players' teams of five. It's designed to be easy to learn, affordable to buy, and quick to play, setting it apart from other strategy games.&lt;br/&gt;&lt;br/&gt;There are five different classes of robot: Assault, Evasive, Guard, Intel and Support, and dozens of robots in each of those Classes. Each Class has its own way of playing and interacting with other bots, and you can make a team out of any five of them for an infinite amount of possible strategies!&lt;br/&gt;&lt;br/&gt;The main mechanism of the game is teambuilding. Each robot on your team shares energy with each other, so moving and attacking with one will limit what the rest of your team can do during your turn. Certain compatible robots can combine into greater forms, too! If your team is built correctly, you can unite all five of your robots together to form something right out of your favorite giant robot cartoon!&lt;br/&gt;&lt;br/&gt;",2,6,20,120,10,2.125,2018,"https://boardgamegeek.com/boardgame/146144/a.e.g.i.s.: combining robot strategy game"
57,306721,"A.E.G.I.S.: Combining Robot Strategy Game – Ell Gel Ion Promo Card","Originally available as part of the Promo Paradise 2019 Kickstarter campaign.&lt;br/&gt;&lt;br/&gt;Flight&lt;br/&gt;Retaliate&lt;br/&gt;Scrap Awakening: You may combine into this robot using any of your destroyed robots as components. Class and Make requirements still matter and at least one component must still be on the board&lt;br/&gt;&lt;br/&gt;Integrity 7&lt;br/&gt;&lt;br/&gt;",2,6,20,120,10,0,2019,"https://boardgamegeek.com/boardgame/306721/a.e.g.i.s.: combining robot strategy game – ell gel ion promo card"
58,259420,"A.E.G.I.S.: Combining Robot Strategy Game – Variant Command Expansion Set","During the Five Nations War's greatest battles, the robots of these new heroes and villains took on powerful new forms when the situation was dire!&lt;br/&gt;&lt;br/&gt;Promo set of Variant Commander Robots for A.E.G.I.S. for use after the campaign mode, variants each have a combination of alternative attack abilities, modified states, or alternative commander powers.Each robot in the expansion uses an existing game piece.&lt;br/&gt;&lt;br/&gt;These new robots can be included in commander draft, or in constructed play, and allow for new and different strategies.&lt;br/&gt;&lt;br/&gt;This expansion was previously available as a part of the kickstarter campaign, but does not come included in the retail base set. In A.E.G.I.S' numbering system, this is &amp;quot;Expansion Set 6&amp;quot;&lt;br/&gt;&lt;br/&gt;",2,6,20,120,10,0,2018,"https://boardgamegeek.com/boardgame/259420/a.e.g.i.s.: combining robot strategy game – variant command expansion set"
